177	-0.004083	-0.002852
177.0005	-0.010484	-0.008734
177.001	0.017043	0.018588
177.0015	-0.002686	-0.001508
177.002	-0.005125	-0.003745
177.0025	-0.000166	0.000882
177.003	0.003505	0.004521
177.0035	0.003326	0.004309
177.004	0.001795	0.002464
177.0045	0.006059	0.006333
177.005	-0.003862	-0.003564
177.0055	-0.005817	-0.005273
177.006	-0.036195	-0.035795
177.0065	-0.002715	-0.001829
177.007	-0.004815	-0.004046
177.0075	0.000106	0.000912
177.008	-0.000353	0.001075
177.0085	0.003135	0.004164
177.009	-0.002945	-0.001564
177.0095	-0.003534	-0.002346
177.01	0.007751	0.009019
177.0105	-0.002731	-0.001546
177.011	-0.000192	0.000909
177.0115	0.001198	0.002396
177.012	-0.004144	-0.003128
177.0125	-0.003546	-0.002511
177.013	-0.001168	-8.895094e-05
177.0135	-0.002723	-0.001584
177.014	-0.010422	-0.009224
177.0145	-0.006321	-0.005245
177.015	-0.016018	-0.01492
177.0155	0.004692	0.006067
177.016	0.001621	0.002779
177.0165	0.001381	0.002629
177.017	-0.004615	-0.003584
177.0175	-0.000622	0.000217
177.018	-0.003812	-0.002656
177.0185	-0.000538	0.000324
177.019	-0.000202	0.001338
177.0195	-0.003817	-0.0024
177.02	-0.007406	-0.006105
177.0205	-0.000385	0.000936
177.021	0.005959	0.007415
177.0215	0.004311	0.005699
177.022	0.005043	0.006008
177.0225	-0.006731	-0.006032
177.023	-0.014658	-0.014233
177.0235	0.000613	0.001225
177.024	0.001375	0.002187
177.0245	3.451374e-05	0.000305
177.025	0.003633	0.004379
177.0255	-0.000246	0.000394
177.026	0.000475	0.001074
177.0265	0.000348	0.00111
177.027	0.002199	0.003289
177.0275	0.010062	0.011297
177.028	0.01756	0.019368
177.0285	-0.009323	-0.008534
177.029	-0.00094	0.000527
177.0295	0.01531	0.017351
177.03	-0.012567	-0.011381
177.0305	-0.007373	-0.006402
177.031	0.003092	0.004169
177.0315	-0.001363	-0.000472
177.032	0.002194	0.003239
177.0325	-0.0004	0.000356
177.033	-0.002684	-0.001712
177.0335	-0.003606	-0.002733
177.034	0.000726	0.001961
177.0345	-0.001633	-0.000382
177.035	0.002134	0.003527
177.0355	0.002953	0.004147
177.036	0.001513	0.002812
177.0365	0.002296	0.003526
177.037	0.00251	0.003679
177.0375	0.001419	0.002546
177.038	-0.003199	-0.001929
177.0385	-0.000619	0.000341
177.039	0.007695	0.008851
177.0395	-0.000192	0.000555
177.04	0.006267	0.007702
177.0405	0.003	0.0046
177.041	-0.000715	0.000703
177.0415	-0.003877	-0.002508
177.042	-0.000242	0.000736
177.0425	-0.004712	-0.003657
177.043	0.002142	0.003088
177.0435	-0.007903	-0.006739
177.044	0.003393	0.004295
177.0445	-0.033728	-0.033003
177.045	0.014163	0.014857
177.0455	0.00363	0.004379
177.046	0.00411	0.005096
177.0465	0.007296	0.00822
177.047	-0.017588	-0.016993
177.0475	-0.004702	-0.003515
177.048	-0.008074	-0.006959
177.0485	0.004007	0.005327
177.049	-0.000861	0.000324
177.0495	-0.000173	0.001321
177.05	0.002078	0.003377
177.0505	-0.004913	-0.003639
177.051	0.00533	0.006574
177.0515	-0.00273	-0.00195
177.052	0.023498	0.024608
177.0525	-0.000426	0.000731
177.053	-2.771216e-05	0.001161
177.0535	0.010728	0.011935
177.054	0.014117	0.015181
177.0545	0.001924	0.003621
177.055	-0.011001	-0.009353
177.0555	0.014543	0.015951
177.056	-0.001268	-0.000367
177.0565	-0.001839	-0.0008
177.057	0.001172	0.001881
177.0575	0.005014	0.006199
177.058	-0.002936	-0.001751
177.0585	2.884783e-05	0.001217
177.059	-0.000778	0.000426
177.0595	-0.001537	-0.000162
177.06	-0.048471	-0.047215
177.0605	-0.016844	-0.015613
177.061	-0.016924	-0.016326
177.0615	0.011262	0.01246
177.062	0.004329	0.005622
177.0625	0.003488	0.004691
177.063	-0.000541	0.000418
177.0635	0.002373	0.003412
177.064	0.003533	0.004201
177.0645	0.003169	0.00398
177.065	0.001465	0.001976
177.0655	-4.373331e-05	0.00068
177.066	-0.001172	-0.000229
177.0665	0.00089	0.001895
177.067	0.000939	0.001856
177.0675	0.016559	0.017998
177.068	-0.005165	-0.004146
177.0685	-0.004307	-0.002934
177.069	-0.003529	-0.002914
177.0695	-0.007533	-0.006705
177.07	-0.001006	-0.000154
177.0705	-0.001534	-0.000203
177.071	-0.007553	-0.006395
177.0715	-0.004408	-0.003113
177.072	-0.003821	-0.002854
177.0725	-0.000453	0.000827
177.073	-0.003024	-0.002214
177.0735	-0.000769	0.000527
177.074	0.004464	0.005744
177.0745	-0.015781	-0.015117
177.075	-0.000396	0.000896
177.0755	0.013522	0.014927
177.076	-0.003391	-0.00248
177.0765	0.001133	0.002185
177.077	0.010712	0.011893
177.0775	-0.000182	0.001139
177.078	0.006383	0.008137
177.0785	0.001412	0.002665
177.079	0.00117	0.002277
177.0795	0.001939	0.002611
177.08	0.004626	0.005511
177.0805	0.005529	0.006756
177.081	0.001454	0.002984
177.0815	-0.000185	0.000831
177.082	-0.000992	-8.107942e-06
177.0825	0.000464	0.001246
177.083	-0.001451	-0.000555
177.0835	-0.001832	-0.001143
177.084	-0.013291	-0.012624
177.0845	0.004159	0.00495
177.085	0.001894	0.002523
177.0855	0.004557	0.005821
177.086	0.021464	0.022402
177.0865	0.000348	0.001492
177.087	0.010828	0.012157
177.0875	-0.005086	-0.004327
177.088	-0.005951	-0.004801
177.0885	-0.000432	0.000917
177.089	-0.00151	-0.000442
177.0895	0.004516	0.005617
177.09	-0.005543	-0.004257
177.0905	0.002418	0.003697
177.091	0.001127	0.002556
177.0915	4.390142e-07	0.001103
177.092	-0.016721	-0.016214
177.0925	0.000863	0.001562
177.093	0.001476	0.002515
177.0935	0.000571	0.001763
177.094	0.008522	0.010145
177.0945	0.002024	0.003433
177.095	-0.014454	-0.01324
177.0955	-0.002207	-0.000733
177.096	-0.004173	-0.003212
177.0965	-0.004985	-0.004184
177.097	1.065831e-05	0.001127
177.0975	-0.00091	-0.000105
177.098	-0.001815	-0.000676
177.0985	-0.002454	-0.001464
177.099	-0.000599	0.000561
177.0995	-0.007579	-0.006715
177.1	-0.000926	0.000268
177.1005	-0.001254	-0.000215
177.101	0.009654	0.010692
177.1015	0.000213	0.001103
177.102	-0.000743	0.000614
177.1025	3.044687e-05	0.001194
177.103	-0.001906	-0.000925
177.1035	0.002872	0.004289
177.104	0.008151	0.0092
177.1045	0.001899	0.003078
177.105	-0.001752	-0.001064
177.1055	-0.003132	-0.00228
177.106	0.001746	0.002753
177.1065	-0.001422	-0.000259
177.107	-0.005067	-0.004211
177.1075	-0.005882	-0.004995
177.108	-0.0093	-0.00868
177.1085	-0.001127	-0.000138
177.109	-0.000563	0.000621
177.1095	0.001579	0.002637
177.11	0.015193	0.016585
177.1105	-0.005363	-0.004408
177.111	-0.001812	-0.000669
177.1115	0.004259	0.005411
177.112	0.001627	0.002938
177.1125	0.000267	0.001711
177.113	0.002349	0.003444
177.1135	-0.000396	0.00068
177.114	0.000439	0.001337
177.1145	-0.000569	0.000472
177.115	-0.003331	-0.002309
177.1155	-6.22853e-05	0.000939
177.116	-0.003899	-0.002907
177.1165	0.011464	0.012748
177.117	-0.000161	0.000804
177.1175	0.003895	0.005331
177.118	-0.002231	-0.001575
177.1185	0.000869	0.001878
177.119	0.002173	0.003358
177.1195	-0.014215	-0.013474
177.12	0.016295	0.017509
177.1205	0.006053	0.007264
177.121	-0.016909	-0.015853
177.1215	0.005243	0.00627
177.122	0.005012	0.00664
177.1225	0.005468	0.006574
177.123	-0.000643	0.000604
177.1235	0.000244	0.001469
177.124	0.00228	0.003335
177.1245	0.001829	0.002735
177.125	0.002093	0.003325
177.1255	-0.005397	-0.00432
177.126	-0.003266	-0.002186
177.1265	-0.003152	-0.002377
177.127	-0.001924	-0.000819
177.1275	-0.000455	0.000339
177.128	-0.008098	-0.007121
177.1285	-0.00051	0.00032
177.129	-0.00164	-0.000782
177.1295	-0.001155	-0.000267
177.13	-0.001837	-0.000918
177.1305	-0.022653	-0.021843
177.131	-0.004149	-0.003319
177.1315	0.002673	0.003983
177.132	-8.588686e-05	0.000895
177.1325	0.001745	0.002869
177.133	-0.002386	-0.001597
177.1335	-0.001102	-0.000327
177.134	-0.004295	-0.003226
177.1345	0.001261	0.002593
177.135	-0.002634	-0.001202
177.1355	-0.005549	-0.004782
177.136	-0.006796	-0.006015
177.1365	-0.010433	-0.009468
177.137	-0.003214	-0.002231
177.1375	-0.00036	0.000801
177.138	0.004486	0.00581
177.1385	0.00273	0.003743
177.139	0.011975	0.013147
177.1395	0.00389	0.00506
177.14	0.004644	0.005951
177.1405	0.002909	0.685472
177.141	-0.000986	0.790529
177.1415	0.003459	0.779279
177.142	-0.002945	0.76176
177.1425	-0.009909	0.748625
177.143	-0.000228	0.763977
177.1435	-0.005875	0.774698
177.144	0.000531	0.798633
177.1445	0.001674	0.81302
177.145	0.000146	0.821109
177.1455	-0.000292	0.820369
177.146	-0.00621	0.779573
177.1465	-0.001874	0.104367
177.147	0.006468	0.042592
177.1475	0.003981	0.081373
177.148	-0.004534	0.106163
177.1485	0.000606	0.130293
177.149	-0.000261	0.137088
177.1495	0.005637	0.142562
177.15	-0.00049	0.131
177.1505	0.000465	0.125699
177.151	0.002914	0.122777
177.1515	-0.000646	0.116082
177.152	-0.000395	0.115286
177.1525	-0.001433	0.11469
177.153	-0.008957	0.108009
177.1535	-0.000844	0.117727
177.154	0.009221	0.129239
177.1545	-0.000427	0.121263
177.155	-0.002808	0.121383
177.1555	-0.004827	0.123686
177.156	-0.006277	0.127585
177.1565	0.003946	0.144289
177.157	-0.006847	0.138655
177.1575	-0.003337	0.142976
177.158	0.001995	0.143003
177.1585	-0.007208	0.117688
177.159	-7.64454e-05	0.096552
177.1595	0.001895	0.05677
177.16	0.001308	0.0023
177.1605	0.003378	-0.059044
177.161	0.002185	-0.127635
177.1615	-0.002788	-0.198318
177.162	0.000925	-0.251731
177.1625	0.003012	0.241709
177.163	0.00304	0.492108
177.1635	-0.000294	0.470501
177.164	-0.012681	0.437666
177.1645	-3.321419e-05	0.448422
177.165	0.000486	0.454692
177.1655	-0.002848	-0.105738
177.166	-0.006369	-0.155421
177.1665	-0.000855	-0.027108
177.167	-0.000402	0.08167
177.1675	0.000913	0.157836
177.168	-0.003722	0.192228
177.1685	-0.002136	0.200638
177.169	0.000292	0.187467
177.1695	-3.324303e-05	0.159686
177.17	-0.000589	0.131484
177.1705	-0.000443	0.112361
177.171	-0.006758	0.09993
177.1715	-0.002329	0.111868
177.172	-0.0005	0.130508
177.1725	0.002264	0.155416
177.173	-0.003659	0.167356
177.1735	-4.493573e-05	0.181808
177.174	-0.001887	0.179559
177.1745	-0.002102	0.169357
177.175	-0.010293	0.145144
177.1755	-0.000728	0.137935
177.176	-0.000878	0.12662
177.1765	-0.003206	0.122117
177.177	2.466541e-05	0.13462
177.1775	-0.001755	0.15034
177.178	-0.004492	0.167946
177.1785	0.000775	0.187191
177.179	-0.003852	0.18153
177.1795	-0.002446	0.158464
177.18	-0.003056	0.105566
177.1805	-0.011115	0.017803
177.181	0.00253	-0.070767
177.1815	-0.000701	-0.187896
177.182	-0.003487	-0.302148
177.1825	-0.001328	-0.395514
177.183	0.002693	0.296431
177.1835	-0.001814	0.321865
177.184	-3.635682e-07	0.294642
177.1845	-0.007878	0.285359
177.185	-0.004594	0.298041
177.1855	0.000782	-0.293663
177.186	0.003102	-0.191538
177.1865	0.002267	-0.026128
177.187	-0.000547	0.110031
177.1875	-0.0007	0.203467
177.188	-0.000673	0.247759
177.1885	-0.000142	0.248373
177.189	0.003037	0.220132
177.1895	-0.008864	0.162101
177.19	-0.002247	0.123119
177.1905	-0.000108	0.094508
177.191	-1.987603e-05	0.084986
177.1915	-0.0028	0.094337
177.192	0.002653	0.128984
177.1925	0.004458	0.167208
177.193	0.004136	0.1993
177.1935	0.002204	0.216557
177.194	0.001308	0.217944
177.1945	0.001428	0.20211
177.195	0.001769	0.173796
177.1955	-0.000725	0.139066
177.196	-0.00567	0.107824
177.1965	-0.00089	0.101611
177.197	-0.017798	0.091871
177.1975	-0.012827	0.122925
177.198	-0.000197	0.172977
177.1985	0.015764	0.225266
177.199	-0.004077	0.227309
177.1995	-0.001188	0.225284
177.2	-0.005056	0.180284
177.2005	0.003324	0.108435
177.201	-0.001897	-0.011824
177.2015	0.000764	-0.14651
177.202	-0.001173	-0.291497
177.2025	0.005205	0.244785
177.203	-0.004941	0.295248
177.2035	-0.001011	0.227386
177.204	-0.000874	0.192285
177.2045	0.001289	0.215305
177.205	-0.008644	0.284885
177.2055	0.001071	0.397671
177.206	-0.003462	-0.081333
177.2065	-0.001408	-0.052956
177.207	-0.008142	0.105734
177.2075	9.473368e-05	0.235521
177.208	-1.571115e-05	0.295718
177.2085	-0.004814	0.295348
177.209	-0.000466	0.262219
177.2095	-0.005449	0.198892
177.21	0.001175	0.146121
177.2105	-0.003688	0.09869
177.211	0.001901	0.089613
177.2115	-0.000509	0.100375
177.212	-0.007624	0.128869
