177	-0.199513
177.0005	-0.206039
177.001	-0.175919
177.0015	-0.195614
177.002	-0.198127
177.0025	-0.194565
177.003	-0.190418
177.0035	-0.192212
177.004	-0.192654
177.0045	-0.193087
177.005	-0.203497
177.0055	-0.201604
177.006	-0.231957
177.0065	-0.197876
177.007	-0.20062
177.0075	-0.198731
177.008	-0.197033
177.0085	-0.194598
177.009	-0.197314
177.0095	-0.202464
177.01	-0.190617
177.0105	-0.202565
177.011	-0.199261
177.0115	-0.195215
177.012	-0.200011
177.0125	-0.200507
177.013	-0.197648
177.0135	-0.201091
177.014	-0.207931
177.0145	-0.202587
177.015	-0.214511
177.0155	-0.194791
177.016	-0.195377
177.0165	-0.195008
177.017	-0.202887
177.0175	-0.20154
177.018	-0.206075
177.0185	-0.204349
177.019	-0.201161
177.0195	-0.202796
177.02	-0.208604
177.0205	-0.199369
177.021	-0.195921
177.0215	-0.194403
177.022	-0.194743
177.0225	-0.206105
177.023	-0.213947
177.0235	-0.19783
177.024	-0.198122
177.0245	-0.199514
177.025	-0.195976
177.0255	-0.201767
177.026	-0.199297
177.0265	-0.199666
177.027	-0.198039
177.0275	-0.188368
177.028	-0.184696
177.0285	-0.210275
177.029	-0.200964
177.0295	-0.183523
177.03	-0.209489
177.0305	-0.203925
177.031	-0.196359
177.0315	-0.199507
177.032	-0.196319
177.0325	-0.1993
177.033	-0.199685
177.0335	-0.20058
177.034	-0.198078
177.0345	-0.19871
177.035	-0.191278
177.0355	-0.191571
177.036	-0.192808
177.0365	-0.18966
177.037	-0.188003
177.0375	-0.190673
177.038	-0.193697
177.0385	-0.190803
177.039	-0.183106
177.0395	-0.189129
177.04	-0.180869
177.0405	-0.184853
177.041	-0.185135
177.0415	-0.188827
177.042	-0.18579
177.0425	-0.190553
177.043	-0.18476
177.0435	-0.192252
177.044	-0.178636
177.0445	-0.215183
177.045	-0.166273
177.0455	-0.175634
177.046	-0.172816
177.0465	-0.168364
177.047	-0.191396
177.0475	-0.181503
177.048	-0.184907
177.0485	-0.171202
177.049	-0.173211
177.0495	-0.172545
177.05	-0.166071
177.0505	-0.173537
177.051	-0.159372
177.0515	-0.169595
177.052	-0.140885
177.0525	-0.163076
177.053	-0.159677
177.0535	-0.151496
177.054	-0.143032
177.0545	-0.155652
177.055	-0.168986
177.0555	-0.143974
177.056	-0.155454
177.0565	-0.155533
177.057	-0.149578
177.0575	-0.14499
177.058	-0.149003
177.0585	-0.144097
177.059	-0.146041
177.0595	-0.145419
177.06	-0.188487
177.0605	-0.156631
177.061	-0.154108
177.0615	-0.120077
177.062	-0.127342
177.0625	-0.1239
177.063	-0.125786
177.0635	-0.122514
177.064	-0.118763
177.0645	-0.115843
177.065	-0.111471
177.0655	-0.110481
177.066	-0.110726
177.0665	-0.104362
177.067	-0.102549
