25	-4.398328	-2.782518	0.057189	-0.005477
25.0005	-4.401122	-2.820002	0.075742	0.005301
25.001	-4.409497	-2.853671	0.080666	0.005666
25.0015	-4.412128	-2.874202	0.081916	0.006357
25.002	-4.403976	-2.868627	0.085271	0.01265
25.0025	-4.400706	-2.868853	0.075472	0.008563
25.003	-4.398473	-2.858455	0.058433	-0.000986
25.0035	-4.392055	-2.841339	0.041554	-0.009002
25.004	-4.374238	-2.865005	0.03434	-0.006824
25.0045	-4.368167	-2.900766	0.020415	-0.020025
25.005	-4.359389	-2.927366	0.033488	-0.074422
25.0055	-4.351198	-2.972995	0.016582	-0.079793
25.006	-4.336693	-3.022086	0.010364	-0.07658
25.0065	-4.326403	-3.074627	0.005093	-0.074419
25.007	-4.309624	-3.107016	0.011703	-0.062758
25.0075	-4.3076	-3.10369	0.008666	-0.063331
25.008	-4.304541	-3.110963	0.006777	-0.065878
25.0085	-4.304511	-3.127708	0.005235	-0.07043
25.009	-4.302662	-3.144855	0.009071	-0.069294
25.0095	-4.30882	-3.172789	0.005859	-0.07534
25.01	-4.307492	-3.192048	0.011128	-0.073202
25.0105	-4.316795	-3.218412	0.008361	-0.077198
25.011	-4.324505	-3.240142	0.007086	-0.07943
25.0115	-4.331103	-3.259383	0.004517	-0.081561
25.012	-4.332637	-3.27167	0.005616	-0.080007
25.0125	-4.328801	-3.275979	0.01053	-0.073834
25.013	-4.335902	-3.289693	0.002273	-0.080756
25.0135	-4.334036	-3.291998	0.001175	-0.080554
25.014	-4.34671	-3.306098	-0.013318	-0.093159
25.0145	-4.334545	-3.297846	-0.003363	-0.08219
25.015	-4.338369	-3.312151	-0.009257	-0.088711
25.0155	-4.33825	-3.241259	-0.008545	-0.089926
25.016	-4.344304	-3.218264	-0.010939	-0.094762
25.0165	-4.347342	-3.172314	-0.005209	-0.094757
25.017	-4.358333	-3.152425	-0.003259	-0.099817
25.0175	-4.360623	-3.151016	0.011042	-0.095177
25.018	-4.362854	-3.128769	0.032079	-0.085043
25.0185	-4.374351	-3.109263	-0.006269	-0.036424
25.019	-4.385293	-3.114292	0.007093	-0.040661
25.0195	-4.386553	-3.122072	0.029702	-0.038757
25.02	-4.387824	-3.126749	0.049318	-0.036418
25.0205	-4.395092	-3.173936	0.058275	-0.040415
25.021	-4.394274	-3.201334	0.067593	-0.038073
25.0215	-4.389785	-3.213463	0.073805	-0.033199
25.022	-4.394644	-3.217371	0.063544	-0.039677
25.0225	-4.392107	-3.210115	0.055478	-0.039933
25.023	-4.383627	-3.181028	0.048539	-0.035171
25.0235	-4.37503	-3.144729	0.038724	-0.030968
25.024	-4.367114	-3.156801	0.027838	-0.027197
25.0245	-4.361454	-3.164428	0.017877	-0.029346
25.025	-4.363787	-3.170548	0.016489	-0.109476
25.0255	-4.350199	-3.176884	0.011528	-0.099768
25.026	-4.337347	-3.195139	0.009122	-0.088496
25.0265	-4.331932	-3.221756	0.003598	-0.083428
25.027	-4.32612	-3.243593	0.003084	-0.076731
25.0275	-4.32381	-3.226916	0.00264	-0.073368
25.028	-4.324764	-3.212894	-0.001988	-0.078215
25.0285	-4.328249	-3.211465	-0.005532	-0.083906
25.029	-4.331051	-3.216806	-0.00586	-0.086894
25.0295	-4.330898	-3.224219	-0.0025	-0.086185
25.03	-4.349972	-3.252617	-0.017765	-0.104328
25.0305	-4.342671	-3.250605	-0.00519	-0.093376
25.031	-4.349145	-3.258537	-0.007469	-0.095271
25.0315	-4.347347	-3.253537	-0.002327	-0.08965
25.032	-4.368116	-3.267014	-0.022283	-0.108612
25.0325	-4.355115	-3.242529	-0.010014	-0.093766
25.033	-4.350679	-3.226792	-0.008775	-0.09054
25.0335	-4.351986	-3.219452	-0.015237	-0.094458
25.034	-4.349918	-3.211294	-0.016852	-0.093376
25.0345	-4.349049	-3.212828	-0.019878	-0.094636
25.035	-4.348989	-3.228254	-0.024431	-0.098669
25.0355	-4.355915	-3.261742	-0.032833	-0.108467
25.036	-4.343867	-3.234553	-0.01944	-0.098405
25.0365	-4.353136	-3.213316	-0.022673	-0.108873
25.037	-4.341992	-3.199734	-0.002591	-0.098367
25.0375	-4.362468	-3.24396	-0.010227	-0.119152
25.038	-4.364574	-3.244244	0.00546	-0.117301
25.0385	-4.36533	-3.233882	-0.007138	-0.036584
25.039	-4.371609	-3.25218	0.003483	-0.053232
