0.000000	0.007575	0.006954	-0.004672	-0.001882	-0.044669	-0.282634	-0.166675	-0.020795	-0.017695	-0.003587	-0.014594	-0.007153	0.058268	-0.061877
0.000500	0.005176	0.006460	-0.004185	-0.001903	-0.041182	-0.261913	-0.154511	-0.020091	-0.016591	-0.003332	-0.009060	-0.008194	-0.004011	-0.062127
0.001000	0.003020	0.004982	-0.004242	-0.002251	-0.038836	-0.245218	-0.146359	-0.018862	-0.015581	-0.002975	-0.005765	-0.005045	-0.049055	-0.062022
0.001500	0.002512	0.004182	-0.003746	-0.001985	-0.037967	-0.235016	-0.139662	-0.018669	-0.014143	-0.002853	-0.005213	-0.004415	-0.071791	-0.060603
0.002000	0.001824	0.003402	-0.003683	-0.001934	-0.036587	-0.230289	-0.137309	-0.017647	-0.014377	-0.003115	-0.004099	-0.005047	-0.079530	-0.062088
0.002500	0.001101	0.003093	-0.004018	-0.001930	-0.037059	-0.231834	-0.137103	-0.017565	-0.014140	-0.002957	-0.004751	-0.004973	-0.081962	-0.061813
0.003000	0.000462	0.002254	-0.003934	-0.001964	-0.037719	-0.236636	-0.141025	-0.018134	-0.014340	-0.003020	-0.005271	-0.003597	-0.080524	-0.063484
0.003500	9.136017E-6	0.001034	-0.004680	-0.002178	-0.038951	-0.245212	-0.145608	-0.018578	-0.015165	-0.003115	-0.005605	-0.003452	-0.081882	-0.065261
0.004000	0.000148	-0.000904	-0.004774	-0.002391	-0.040295	-0.253153	-0.150136	-0.019554	-0.016153	-0.003376	-0.005399	-0.003620	-0.082752	-0.066909
0.004500	0.000491	-0.001858	-0.005018	-0.001971	-0.041033	-0.261292	-0.156022	-0.019971	-0.016113	-0.003925	-0.005432	-0.005116	-0.083211	-0.067897
0.005000	0.000390	-0.001947	-0.004921	-0.002195	-0.042110	-0.267089	-0.157533	-0.020713	-0.016760	-0.003024	-0.005825	-0.005024	-0.086198	-0.070131
0.005500	0.000508	-0.001728	-0.004967	-0.002389	-0.043567	-0.270651	-0.159787	-0.020784	-0.016772	-0.003721	-0.005788	-0.005479	-0.090758	-0.072246
0.006000	0.000237	-0.001532	-0.004372	-0.002554	-0.043685	-0.270698	-0.160146	-0.019931	-0.016827	-0.004190	-0.005540	-0.005375	-0.092001	-0.071587
0.006500	0.000109	-0.001636	-0.005668	-0.002230	-0.043288	-0.269838	-0.160824	-0.020905	-0.016807	-0.003528	-0.005450	-0.004790	-0.093756	-0.070953
0.007000	-1.727174E-6	-0.001813	-0.005318	-0.002702	-0.043037	-0.270184	-0.160970	-0.020695	-0.016779	-0.003692	-0.005550	-0.004109	-0.095596	-0.072249
0.007500	-6.476098E-5	-0.002308	-0.005164	-0.002215	-0.042620	-0.270179	-0.159993	-0.020553	-0.016495	-0.003548	-0.006015	-0.004454	-0.095659	-0.072782
0.008000	-0.000531	-0.002429	-0.004740	-0.002242	-0.043263	-0.271745	-0.161566	-0.021158	-0.016643	-0.003901	-0.005751	-0.004678	-0.095380	-0.073909
0.008500	-0.000287	-0.002171	-0.005154	-0.002748	-0.043711	-0.275017	-0.163423	-0.021095	-0.017211	-0.004253	-0.006050	-0.005256	-0.096067	-0.073555
0.009000	-2.324166E-5	-0.002327	-0.005411	-0.002613	-0.045202	-0.281490	-0.167051	-0.021650	-0.017539	-0.003984	-0.005921	-0.005530	-0.096489	-0.074024
0.009500	0.000233	-0.002257	-0.005201	-0.002658	-0.046179	-0.287604	-0.171389	-0.022120	-0.017923	-0.004220	-0.006290	-0.005346	-0.096527	-0.075005
0.010000	0.000298	-0.002163	-0.005323	-0.002397	-0.046086	-0.293336	-0.175122	-0.022449	-0.018461	-0.004139	-0.006307	-0.005022	-0.097013	-0.076736
0.010500	0.000318	-0.001927	-0.005582	-0.002778	-0.047647	-0.299052	-0.177142	-0.023508	-0.018935	-0.004373	-0.006275	-0.006248	-0.100226	-0.079553
0.011000	0.000286	-0.002369	-0.005802	-0.002813	-0.048140	-0.302933	-0.180237	-0.023171	-0.018686	-0.004270	-0.006490	-0.005944	-0.102672	-0.081469
0.011500	-0.000257	-0.002221	-0.005052	-0.002680	-0.047737	-0.305981	-0.181926	-0.023525	-0.019610	-0.004313	-0.006158	-0.005619	-0.105026	-0.081197
0.012000	-0.000174	-0.002152	-0.005423	-0.002235	-0.049153	-0.306659	-0.182055	-0.023439	-0.018837	-0.004183	-0.006114	-0.005440	-0.106010	-0.081223
0.012500	-0.000417	-0.002609	-0.005907	-0.002898	-0.048622	-0.305868	-0.181226	-0.023605	-0.018855	-0.004208	-0.006526	-0.004953	-0.107592	-0.079776
0.013000	-7.046338E-6	-0.002437	-0.005580	-0.002732	-0.048449	-0.305864	-0.181589	-0.023606	-0.018731	-0.004384	-0.006315	-0.004826	-0.108779	-0.080415
0.013500	-0.000207	-0.002421	-0.005762	-0.002736	-0.048619	-0.307299	-0.182881	-0.023532	-0.018688	-0.004246	-0.006340	-0.004743	-0.109143	-0.082448
0.014000	-0.000334	-0.003133	-0.005497	-0.002907	-0.049558	-0.310010	-0.183229	-0.023920	-0.019388	-0.004295	-0.007074	-0.005646	-0.108483	-0.082432
0.014500	-8.494009E-5	-0.002481	-0.006378	-0.002930	-0.050670	-0.315933	-0.187491	-0.024311	-0.018940	-0.004522	-0.007071	-0.005762	-0.108152	-0.083771
0.015000	0.000343	-0.002424	-0.006148	-0.002972	-0.050850	-0.323049	-0.191773	-0.024703	-0.020523	-0.003829	-0.006834	-0.005296	-0.108382	-0.085772
0.015500	-0.000332	-0.002470	-0.006277	-0.003032	-0.051765	-0.330729	-0.197532	-0.025509	-0.020686	-0.004912	-0.006959	-0.004889	-0.110745	-0.086713
0.016000	0.000878	-0.001410	-0.005946	-0.003720	-0.053160	-0.339714	-0.201459	-0.025833	-0.021013	-0.004988	-0.007360	-0.006669	-0.111137	-0.089349
0.016500	0.001006	-0.000305	-0.005937	-0.003428	-0.056136	-0.345849	-0.205089	-0.026676	-0.021089	-0.005045	-0.007333	-0.005162	-0.115007	-0.091012
0.017000	0.001191	0.000796	-0.005887	-0.003148	-0.056282	-0.349418	-0.206857	-0.026942	-0.021921	-0.005070	-0.007632	-0.005690	-0.116920	-0.092294
0.017500	0.001107	0.000934	-0.006700	-0.003023	-0.056539	-0.348606	-0.207308	-0.026877	-0.021509	-0.005204	-0.007426	-0.005749	-0.120766	-0.092385
0.018000	0.001870	0.001569	-0.005662	-0.002561	-0.054754	-0.342261	-0.203695	-0.026128	-0.021447	-0.004811	-0.007369	-0.005982	-0.123941	-0.091268
0.018500	0.002517	0.003461	-0.006005	-0.002553	-0.053229	-0.332187	-0.197921	-0.025815	-0.020462	-0.004857	-0.006550	-0.005304	-0.126307	-0.088782
0.019000	0.003106	0.004241	-0.005465	-0.002341	-0.050956	-0.318020	-0.189099	-0.024088	-0.020364	-0.004384	-0.005542	-0.005363	-0.127349	-0.086357
0.019500	0.003240	0.004071	-0.005057	-0.001632	-0.048343	-0.300553	-0.180526	-0.023316	-0.018685	-0.003597	-0.005976	-0.005066	-0.125379	-0.083016
0.020000	0.003636	0.004349	-0.004799	-0.002021	-0.044445	-0.283447	-0.169017	-0.021853	-0.018283	-0.003308	-0.004716	-0.004803	-0.122512	-0.078147
0.020500	0.003085	0.003419	-0.004552	-0.001269	-0.042436	-0.268539	-0.159471	-0.020514	-0.016697	-0.003495	-0.004739	-0.005088	-0.117123	-0.073416
0.021000	0.001221	0.002823	-0.004190	-0.002268	-0.041196	-0.258142	-0.153379	-0.019888	-0.017373	-0.002896	-0.004595	-0.003442	-0.111073	-0.069882
0.021500	0.001542	0.001778	-0.004515	-0.002269	-0.040242	-0.249628	-0.148298	-0.019403	-0.015416	-0.003444	-0.004621	-0.004060	-0.103643	-0.067500
0.022000	0.001054	0.002774	-0.004869	-0.002141	-0.038727	-0.245374	-0.145629	-0.018949	-0.014938	-0.003048	-0.004638	-0.003359	-0.097191	-0.066704
0.022500	0.001454	0.002499	-0.004325	-0.002219	-0.038860	-0.245501	-0.147196	-0.018682	-0.015357	-0.003024	-0.004918	-0.004359	-0.093235	-0.065714
0.023000	0.000743	0.002050	-0.004184	-0.002650	-0.040729	-0.250591	-0.148427	-0.019161	-0.015942	-0.003189	-0.005234	-0.004415	-0.090705	-0.066906
0.023500	-0.000137	0.001347	-0.005023	-0.002010	-0.041095	-0.256256	-0.152898	-0.019781	-0.015991	-0.003369	-0.005374	-0.004639	-0.088856	-0.068021
0.024000	0.000784	7.174009E-6	-0.005046	-0.002077	-0.042207	-0.262443	-0.156211	-0.020126	-0.016398	-0.003555	-0.005920	-0.005602	-0.088606	-0.069385
