177	-0.004083	-0.002852	-0.199513
177.0005	-0.010484	-0.008734	-0.206039
177.001	0.017043	0.018588	-0.175919
177.0015	-0.002686	-0.001508	-0.195614
177.002	-0.005125	-0.003745	-0.198127
177.0025	-0.000166	0.000882	-0.194565
177.003	0.003505	0.004521	-0.190418
177.0035	0.003326	0.004309	-0.192212
177.004	0.001795	0.002464	-0.192654
177.0045	0.006059	0.006333	-0.193087
177.005	-0.003862	-0.003564	-0.203497
177.0055	-0.005817	-0.005273	-0.201604
177.006	-0.036195	-0.035795	-0.231957
177.0065	-0.002715	-0.001829	-0.197876
177.007	-0.004815	-0.004046	-0.20062
177.0075	0.000106	0.000912	-0.198731
177.008	-0.000353	0.001075	-0.197033
177.0085	0.003135	0.004164	-0.194598
177.009	-0.002945	-0.001564	-0.197314
177.0095	-0.003534	-0.002346	-0.202464
177.01	0.007751	0.009019	-0.190617
177.0105	-0.002731	-0.001546	-0.202565
177.011	-0.000192	0.000909	-0.199261
177.0115	0.001198	0.002396	-0.195215
177.012	-0.004144	-0.003128	-0.200011
177.0125	-0.003546	-0.002511	-0.200507
177.013	-0.001168	-8.895094e-05	-0.197648
177.0135	-0.002723	-0.001584	-0.201091
177.014	-0.010422	-0.009224	-0.207931
177.0145	-0.006321	-0.005245	-0.202587
177.015	-0.016018	-0.01492	-0.214511
177.0155	0.004692	0.006067	-0.194791
177.016	0.001621	0.002779	-0.195377
177.0165	0.001381	0.002629	-0.195008
177.017	-0.004615	-0.003584	-0.202887
177.0175	-0.000622	0.000217	-0.20154
177.018	-0.003812	-0.002656	-0.206075
177.0185	-0.000538	0.000324	-0.204349
177.019	-0.000202	0.001338	-0.201161
177.0195	-0.003817	-0.0024	-0.202796
177.02	-0.007406	-0.006105	-0.208604
177.0205	-0.000385	0.000936	-0.199369
177.021	0.005959	0.007415	-0.195921
177.0215	0.004311	0.005699	-0.194403
177.022	0.005043	0.006008	-0.194743
177.0225	-0.006731	-0.006032	-0.206105
177.023	-0.014658	-0.014233	-0.213947
177.0235	0.000613	0.001225	-0.19783
177.024	0.001375	0.002187	-0.198122
177.0245	3.451374e-05	0.000305	-0.199514
177.025	0.003633	0.004379	-0.195976
177.0255	-0.000246	0.000394	-0.201767
177.026	0.000475	0.001074	-0.199297
177.0265	0.000348	0.00111	-0.199666
177.027	0.002199	0.003289	-0.198039
177.0275	0.010062	0.011297	-0.188368
177.028	0.01756	0.019368	-0.184696
177.0285	-0.009323	-0.008534	-0.210275
177.029	-0.00094	0.000527	-0.200964
177.0295	0.01531	0.017351	-0.183523
177.03	-0.012567	-0.011381	-0.209489
177.0305	-0.007373	-0.006402	-0.203925
177.031	0.003092	0.004169	-0.196359
177.0315	-0.001363	-0.000472	-0.199507
177.032	0.002194	0.003239	-0.196319
177.0325	-0.0004	0.000356	-0.1993
177.033	-0.002684	-0.001712	-0.199685
177.0335	-0.003606	-0.002733	-0.20058
177.034	0.000726	0.001961	-0.198078
177.0345	-0.001633	-0.000382	-0.19871
177.035	0.002134	0.003527	-0.191278
177.0355	0.002953	0.004147	-0.191571
177.036	0.001513	0.002812	-0.192808
177.0365	0.002296	0.003526	-0.18966
177.037	0.00251	0.003679	-0.188003
177.0375	0.001419	0.002546	-0.190673
177.038	-0.003199	-0.001929	-0.193697
177.0385	-0.000619	0.000341	-0.190803
177.039	0.007695	0.008851	-0.183106
177.0395	-0.000192	0.000555	-0.189129
177.04	0.006267	0.007702	-0.180869
177.0405	0.003	0.0046	-0.184853
177.041	-0.000715	0.000703	-0.185135
177.0415	-0.003877	-0.002508	-0.188827
177.042	-0.000242	0.000736	-0.18579
177.0425	-0.004712	-0.003657	-0.190553
177.043	0.002142	0.003088	-0.18476
177.0435	-0.007903	-0.006739	-0.192252
177.044	0.003393	0.004295	-0.178636
177.0445	-0.033728	-0.033003	-0.215183
177.045	0.014163	0.014857	-0.166273
177.0455	0.00363	0.004379	-0.175634
177.046	0.00411	0.005096	-0.172816
177.0465	0.007296	0.00822	-0.168364
177.047	-0.017588	-0.016993	-0.191396
177.0475	-0.004702	-0.003515	-0.181503
177.048	-0.008074	-0.006959	-0.184907
177.0485	0.004007	0.005327	-0.171202
177.049	-0.000861	0.000324	-0.173211
177.0495	-0.000173	0.001321	-0.172545
177.05	0.002078	0.003377	-0.166071
177.0505	-0.004913	-0.003639	-0.173537
177.051	0.00533	0.006574	-0.159372
177.0515	-0.00273	-0.00195	-0.169595
177.052	0.023498	0.024608	-0.140885
177.0525	-0.000426	0.000731	-0.163076
177.053	-2.771216e-05	0.001161	-0.159677
177.0535	0.010728	0.011935	-0.151496
177.054	0.014117	0.015181	-0.143032
177.0545	0.001924	0.003621	-0.155652
177.055	-0.011001	-0.009353	-0.168986
177.0555	0.014543	0.015951	-0.143974
177.056	-0.001268	-0.000367	-0.155454
177.0565	-0.001839	-0.0008	-0.155533
177.057	0.001172	0.001881	-0.149578
177.0575	0.005014	0.006199	-0.14499
177.058	-0.002936	-0.001751	-0.149003
177.0585	2.884783e-05	0.001217	-0.144097
177.059	-0.000778	0.000426	-0.146041
177.0595	-0.001537	-0.000162	-0.145419
177.06	-0.048471	-0.047215	-0.188487
177.0605	-0.016844	-0.015613	-0.156631
177.061	-0.016924	-0.016326	-0.154108
177.0615	0.011262	0.01246	-0.120077
177.062	0.004329	0.005622	-0.127342
177.0625	0.003488	0.004691	-0.1239
177.063	-0.000541	0.000418	-0.125786
177.0635	0.002373	0.003412	-0.122514
177.064	0.003533	0.004201	-0.118763
177.0645	0.003169	0.00398	-0.115843
177.065	0.001465	0.001976	-0.111471
177.0655	-4.373331e-05	0.00068	-0.110481
177.066	-0.001172	-0.000229	-0.110726
177.0665	0.00089	0.001895	-0.104362
177.067	0.000939	0.001856	-0.102549
177.0675	0.016559	0.017998	-0.085387
177.068	-0.005165	-0.004146	-0.105148
177.0685	-0.004307	-0.002934	-0.09861
177.069	-0.003529	-0.002914	-0.096712
177.0695	-0.007533	-0.006705	-0.096432
177.07	-0.001006	-0.000154	-0.089154
177.0705	-0.001534	-0.000203	-0.085721
177.071	-0.007553	-0.006395	-0.088802
177.0715	-0.004408	-0.003113	-0.081206
177.072	-0.003821	-0.002854	-0.076287
177.0725	-0.000453	0.000827	-0.072068
177.073	-0.003024	-0.002214	-0.071295
