177.000000	-0.004083	-0.002852	-0.002338	-0.001697	-0.199513	0.140569	0.040405
177.000500	-0.010484	-0.008734	-0.008675	-0.008056	-0.206039	0.135775	0.034605
177.001000	0.017043	0.018588	0.018832	0.019430	-0.175919	0.159552	0.063315
177.001500	-0.002686	-0.001508	-0.000925	-0.000192	-0.195614	0.141477	0.046848
177.002000	-0.005125	-0.003745	-0.003626	-0.002917	-0.198127	0.138501	0.042591
177.002500	-0.000166	0.000882	0.001487	0.002027	-0.194565	0.142121	0.045787
177.003000	0.003505	0.004521	0.004954	0.005348	-0.190418	0.147881	0.050508
177.003500	0.003326	0.004309	0.004731	0.005152	-0.192212	0.147754	0.051214
177.004000	0.001795	0.002464	0.003024	0.003476	-0.192654	0.145210	0.047968
177.004500	0.006059	0.006333	0.007014	0.007496	-0.193087	0.148457	0.053072
177.005000	-0.003862	-0.003564	-0.002922	-0.002571	-0.203497	0.138908	0.041025
177.005500	-0.005817	-0.005273	-0.004820	-0.004289	-0.201604	0.139101	0.041148
177.006000	-0.036195	-0.035795	-0.034887	-0.034354	-0.231957	0.106601	0.007713
177.006500	-0.002715	-0.001829	-0.001280	-0.000754	-0.197876	0.141949	0.043340
177.007000	-0.004815	-0.004046	-0.003499	-0.002989	-0.200620	0.139245	0.041949
177.007500	0.000106	0.000912	0.001465	0.002109	-0.198731	0.142510	0.048515
177.008000	-0.000353	0.001075	0.001645	0.002104	-0.197033	0.143527	0.050092
177.008500	0.003135	0.004164	0.004909	0.005354	-0.194598	0.146592	0.048423
177.009000	-0.002945	-0.001564	-0.001266	-0.000522	-0.197314	0.139541	0.042053
177.009500	-0.003534	-0.002346	-0.001539	-0.001127	-0.202464	0.140279	0.042399
177.010000	0.007751	0.009019	0.009522	0.010095	-0.190617	0.151977	0.054632
177.010500	-0.002731	-0.001546	-0.001014	-0.000594	-0.202565	0.140150	0.045421
177.011000	-0.000192	0.000909	0.001304	0.001893	-0.199261	0.143972	0.048284
177.011500	0.001198	0.002396	0.002965	0.003557	-0.195215	0.145714	0.048084
177.012000	-0.004144	-0.003128	-0.002556	-0.002117	-0.200011	0.138342	0.044037
177.012500	-0.003546	-0.002511	-0.001946	-0.001652	-0.200507	0.138882	0.042936
177.013000	-0.001168	-8.895094E-5	0.000466	0.001082	-0.197648	0.140831	0.047028
177.013500	-0.002723	-0.001584	-0.000887	-0.000745	-0.201091	0.138129	0.045747
177.014000	-0.010422	-0.009224	-0.008547	-0.008385	-0.207931	0.133322	0.037455
177.014500	-0.006321	-0.005245	-0.004743	-0.004103	-0.202587	0.139698	0.039677
177.015000	-0.016018	-0.014920	-0.014264	-0.013644	-0.214511	0.126867	0.032744
177.015500	0.004692	0.006067	0.006397	0.007002	-0.194791	0.146891	0.055374
177.016000	0.001621	0.002779	0.003279	0.003722	-0.195377	0.144122	0.049452
177.016500	0.001381	0.002629	0.002827	0.003741	-0.195008	0.143929	0.050541
177.017000	-0.004615	-0.003584	-0.003050	-0.002771	-0.202887	0.138709	0.043434
177.017500	-0.000622	0.000217	0.000751	0.001370	-0.201540	0.143454	0.047132
177.018000	-0.003812	-0.002656	-0.002120	-0.001497	-0.206075	0.138716	0.043807
177.018500	-0.000538	0.000324	0.001015	0.001638	-0.204349	0.141450	0.046639
177.019000	-0.000202	0.001338	0.001562	0.002333	-0.201161	0.143560	0.048727
177.019500	-0.003817	-0.002400	-0.001986	-0.001549	-0.202796	0.140138	0.043675
177.020000	-0.007406	-0.006105	-0.005511	-0.004926	-0.208604	0.137408	0.040472
177.020500	-0.000385	0.000936	0.001387	0.001953	-0.199369	0.139707	0.048326
177.021000	0.005959	0.007415	0.008042	0.008590	-0.195921	0.148429	0.055292
177.021500	0.004311	0.005699	0.006180	0.006562	-0.194403	0.147500	0.050681
177.022000	0.005043	0.006008	0.006809	0.007200	-0.194743	0.150323	0.051717
177.022500	-0.006731	-0.006032	-0.004941	-0.004686	-0.206105	0.136200	0.039714
177.023000	-0.014658	-0.014233	-0.013035	-0.012745	-0.213947	0.126035	0.037032
177.023500	0.000613	0.001225	0.001739	0.002222	-0.197830	0.140779	0.048756
177.024000	0.001375	0.002187	0.002378	0.003039	-0.198122	0.143828	0.050659
177.024500	3.451374E-5	0.000305	0.000964	0.001325	-0.199514	0.138795	0.044059
177.025000	0.003633	0.004379	0.004696	0.005236	-0.195976	0.146920	0.050039
177.025500	-0.000246	0.000394	0.000857	0.001246	-0.201767	0.144378	0.046095
177.026000	0.000475	0.001074	0.001361	0.002214	-0.199297	0.141496	0.048490
177.026500	0.000348	0.001110	0.001698	0.002202	-0.199666	0.145815	0.048742
177.027000	0.002199	0.003289	0.003851	0.004488	-0.198039	0.150134	0.049628
177.027500	0.010062	0.011297	0.011686	0.012137	-0.188368	0.153066	0.053894
177.028000	0.017560	0.019368	0.019146	0.019735	-0.184696	0.160782	0.063804
177.028500	-0.009323	-0.008534	-0.007763	-0.007350	-0.210275	0.134185	0.039488
177.029000	-0.000940	0.000527	0.000981	0.001548	-0.200964	0.145591	0.046661
177.029500	0.015310	0.017351	0.017054	0.018080	-0.183523	0.159811	0.062665
