25.000000	-4.398328	-2.782518	0.057189	-0.005477	0.170198	-0.215878	-0.061762
25.000500	-4.401122	-2.820002	0.075742	0.005301	0.175357	-0.212369	-0.058476
25.001000	-4.409497	-2.853671	0.080666	0.005666	0.169765	-0.216747	-0.063053
25.001500	-4.412128	-2.874202	0.081916	0.006357	0.169524	-0.218804	-0.065301
25.002000	-4.403976	-2.868627	0.085271	0.012650	0.176308	-0.211408	-0.058406
25.002500	-4.400706	-2.868853	0.075472	0.008563	0.176513	-0.211471	-0.057690
25.003000	-4.398473	-2.858455	0.058433	-0.000986	0.172464	-0.216167	-0.061502
25.003500	-4.392055	-2.841339	0.041554	-0.009002	0.170594	-0.217826	-0.064956
25.004000	-4.374238	-2.865005	0.034340	-0.006824	0.179563	-0.210180	-0.057284
25.004500	-4.368167	-2.900766	0.020415	-0.020025	0.173762	-0.215395	-0.062907
25.005000	-4.359389	-2.927366	0.033488	-0.074422	0.170764	-0.221110	-0.067612
25.005500	-4.351198	-2.972995	0.016582	-0.079793	0.167680	-0.224875	-0.072761
25.006000	-4.336693	-3.022086	0.010364	-0.076580	0.172014	-0.223618	-0.069576
25.006500	-4.326403	-3.074627	0.005093	-0.074419	0.172875	-0.223260	-0.068833
25.007000	-4.309624	-3.107016	0.011703	-0.062758	0.183147	-0.214744	-0.060910
25.007500	-4.307600	-3.103690	0.008666	-0.063331	0.179133	-0.217810	-0.064195
25.008000	-4.304541	-3.110963	0.006777	-0.065878	0.180877	-0.218231	-0.064197
25.008500	-4.304511	-3.127708	0.005235	-0.070430	0.182145	-0.218114	-0.064908
25.009000	-4.302662	-3.144855	0.009071	-0.069294	0.186592	-0.213833	-0.060151
25.009500	-4.308820	-3.172789	0.005859	-0.075340	0.185085	-0.217215	-0.062600
25.010000	-4.307492	-3.192048	0.011128	-0.073202	0.191610	-0.209815	-0.056650
25.010500	-4.316795	-3.218412	0.008361	-0.077198	0.187382	-0.214078	-0.060066
25.011000	-4.324505	-3.240142	0.007086	-0.079430	0.184964	-0.215392	-0.063519
25.011500	-4.331103	-3.259383	0.004517	-0.081561	0.183697	-0.218710	-0.065125
25.012000	-4.332637	-3.271670	0.005616	-0.080007	0.185861	-0.216319	-0.063021
25.012500	-4.328801	-3.275979	0.010530	-0.073834	0.191663	-0.211159	-0.057844
25.013000	-4.335902	-3.289693	0.002273	-0.080756	0.187530	-0.215567	-0.063005
25.013500	-4.334036	-3.291998	0.001175	-0.080554	0.190666	-0.215598	-0.062060
25.014000	-4.346710	-3.306098	-0.013318	-0.093159	0.178268	-0.226491	-0.073268
25.014500	-4.334545	-3.297846	-0.003363	-0.082190	0.193765	-0.213571	-0.060371
25.015000	-4.338369	-3.312151	-0.009257	-0.088711	0.192528	-0.215519	-0.063076
25.015500	-4.338250	-3.241259	-0.008545	-0.089926	0.210720	-0.213036	-0.061599
25.016000	-4.344304	-3.218264	-0.010939	-0.094762	0.218080	-0.215296	-0.063087
25.016500	-4.347342	-3.172314	-0.005209	-0.094757	0.221546	-0.213896	-0.061762
25.017000	-4.358333	-3.152425	-0.003259	-0.099817	0.218582	-0.219476	-0.066503
25.017500	-4.360623	-3.151016	0.011042	-0.095177	0.222411	-0.215936	-0.061928
25.018000	-4.362854	-3.128769	0.032079	-0.085043	0.226919	-0.211023	-0.056859
25.018500	-4.374351	-3.109263	-0.006269	-0.036424	0.223445	-0.216220	-0.062833
25.019000	-4.385293	-3.114292	0.007093	-0.040661	0.220789	-0.220777	-0.066875
25.019500	-4.386553	-3.122072	0.029702	-0.038757	0.226013	-0.216396	-0.062784
25.020000	-4.387824	-3.126749	0.049318	-0.036418	0.231062	-0.213084	-0.059398
